constraint,source_table,source_columns,target_table
FK_Occupations_Users_UpdatedBy,Crm.Occupations,UpdatedBy,Crm.Users
FK_OffsetLogs_Users_CreatedBy,Crm.OffsetLogs,CreatedBy,Crm.Users
FK_OffsetLogs_Users_DeletedBy,Crm.OffsetLogs,DeletedBy,Crm.Users
FK_OffsetLogs_Users_UpdatedBy,Crm.OffsetLogs,UpdatedBy,Crm.Users
FK_OnlineUsers_Users_CreatedBy,Crm.OnlineUsers,CreatedBy,Crm.Users
FK_OnlineUsers_Users_DeletedBy,Crm.OnlineUsers,DeletedBy,Crm.Users
FK_OnlineUsers_Users_UpdatedBy,Crm.OnlineUsers,UpdatedBy,Crm.Users
FK_Opportunities_Users_CreatedBy,Crm.Opportunities,CreatedBy,Crm.Users
FK_Opportunities_Users_DeletedBy,Crm.Opportunities,DeletedBy,Crm.Users
FK_Opportunities_Users_UpdatedBy,Crm.Opportunities,UpdatedBy,Crm.Users
FK_OrganizationAreas_Users_CreatedBy,Crm.OrganizationAreas,CreatedBy,Crm.Users
FK_OrganizationAreas_Users_DeletedBy,Crm.OrganizationAreas,DeletedBy,Crm.Users
FK_OrganizationAreas_Users_UpdatedBy,Crm.OrganizationAreas,UpdatedBy,Crm.Users
FK_OrganizationHistories_Users_CreatedBy,Crm.OrganizationHistories,CreatedBy,Crm.Users
FK_OrganizationHistories_Users_DeletedBy,Crm.OrganizationHistories,DeletedBy,Crm.Users
FK_OrganizationHistories_Users_UpdatedBy,Crm.OrganizationHistories,UpdatedBy,Crm.Users
FK_OrganizationMonthlyTargets_Users_CreatedBy,Crm.OrganizationMonthlyTargets,CreatedBy,Crm.Users
FK_OrganizationMonthlyTargets_Users_DeletedBy,Crm.OrganizationMonthlyTargets,DeletedBy,Crm.Users
FK_OrganizationMonthlyTargets_Users_UpdatedBy,Crm.OrganizationMonthlyTargets,UpdatedBy,Crm.Users
FK_Organizations_Users_CreatedBy,Crm.Organizations,CreatedBy,Crm.Users
FK_Organizations_Users_DeletedBy,Crm.Organizations,DeletedBy,Crm.Users
FK_Organizations_Users_UpdatedBy,Crm.Organizations,UpdatedBy,Crm.Users
FK_Performances_Users_CreatedBy,Crm.Performances,CreatedBy,Crm.Users
FK_Performances_Users_DeletedBy,Crm.Performances,DeletedBy,Crm.Users
FK_Performances_Users_UpdatedBy,Crm.Performances,UpdatedBy,Crm.Users
FK_PlannedPeriodicDeliveryAmounts_Users_CreatedBy,Crm.PlannedPeriodicDeliveryAmounts,CreatedBy,Crm.Users
FK_PlannedPeriodicDeliveryAmounts_Users_DeletedBy,Crm.PlannedPeriodicDeliveryAmounts,DeletedBy,Crm.Users
FK_PlannedPeriodicDeliveryAmounts_Users_UpdatedBy,Crm.PlannedPeriodicDeliveryAmounts,UpdatedBy,Crm.Users
FK_Portfolios_Users_CreatedByUserUid,Crm.Portfolios,CreatedByUserUid,Crm.Users
FK_Portfolios_Users_DeletedByUserUid,Crm.Portfolios,DeletedByUserUid,Crm.Users
FK_Portfolios_Users_UpdatedByUserUid,Crm.Portfolios,UpdatedByUserUid,Crm.Users
FK_PosPayments_Users_CreatedBy,Crm.PosPayments,CreatedBy,Crm.Users
FK_PosPayments_Users_DeletedBy,Crm.PosPayments,DeletedBy,Crm.Users
FK_PosPayments_Users_UpdatedBy,Crm.PosPayments,UpdatedBy,Crm.Users
FK_PostVirmanQueues_Users_CreatedBy,Crm.PostVirmanQueues,CreatedBy,Crm.Users
FK_PostVirmanQueues_Users_DeletedBy,Crm.PostVirmanQueues,DeletedBy,Crm.Users
FK_PostVirmanQueues_Users_UpdatedBy,Crm.PostVirmanQueues,UpdatedBy,Crm.Users
FK_PremiumBranchRates_Users_CreatedBy,Crm.PremiumBranchRates,CreatedBy,Crm.Users
FK_PremiumBranchRates_Users_DeletedBy,Crm.PremiumBranchRates,DeletedBy,Crm.Users
FK_PremiumBranchRates_Users_UpdatedBy,Crm.PremiumBranchRates,UpdatedBy,Crm.Users
FK_PremiumContracts_Users_CreatedBy,Crm.PremiumContracts,CreatedBy,Crm.Users
FK_PremiumContracts_Users_DeletedBy,Crm.PremiumContracts,DeletedBy,Crm.Users
FK_PremiumContracts_Users_UpdatedBy,Crm.PremiumContracts,UpdatedBy,Crm.Users
FK_PremiumItems_Users_CreatedBy,Crm.PremiumItems,CreatedBy,Crm.Users
FK_PremiumItems_Users_DeletedBy,Crm.PremiumItems,DeletedBy,Crm.Users
FK_PremiumItems_Users_UpdatedBy,Crm.PremiumItems,UpdatedBy,Crm.Users
FK_PremiumTimingGroups_Users_CreatedBy,Crm.PremiumTimingGroups,CreatedBy,Crm.Users
FK_PremiumTimingGroups_Users_DeletedBy,Crm.PremiumTimingGroups,DeletedBy,Crm.Users
FK_PremiumTimingGroups_Users_UpdatedBy,Crm.PremiumTimingGroups,UpdatedBy,Crm.Users
FK_PremiumTimings_Users_CreatedBy,Crm.PremiumTimings,CreatedBy,Crm.Users
FK_PremiumTimings_Users_DeletedBy,Crm.PremiumTimings,DeletedBy,Crm.Users
FK_PremiumTimings_Users_UpdatedBy,Crm.PremiumTimings,UpdatedBy,Crm.Users
FK_PremiumUserTypeRates_Users_CreatedBy,Crm.PremiumUserTypeRates,CreatedBy,Crm.Users
FK_PremiumUserTypeRates_Users_DeletedBy,Crm.PremiumUserTypeRates,DeletedBy,Crm.Users
FK_PremiumUserTypeRates_Users_UpdatedBy,Crm.PremiumUserTypeRates,UpdatedBy,Crm.Users
FK_Premiums_Users_CreatedBy,Crm.Premiums,CreatedBy,Crm.Users
FK_Premiums_Users_DeletedBy,Crm.Premiums,DeletedBy,Crm.Users
FK_Premiums_Users_UpdatedBy,Crm.Premiums,UpdatedBy,Crm.Users
FK_Products_Users_CreatedBy,Crm.Products,CreatedBy,Crm.Users
FK_Products_Users_DeletedBy,Crm.Products,DeletedBy,Crm.Users
FK_Products_Users_UpdatedBy,Crm.Products,UpdatedBy,Crm.Users
FK_QualityAnswers_Users_CreatedBy,Crm.QualityAnswers,CreatedBy,Crm.Users
FK_QualityAnswers_Users_DeletedBy,Crm.QualityAnswers,DeletedBy,Crm.Users
FK_QualityAnswers_Users_UpdatedBy,Crm.QualityAnswers,UpdatedBy,Crm.Users
FK_QualityForms_Users_CreatedBy,Crm.QualityForms,CreatedBy,Crm.Users
FK_QualityForms_Users_DeletedBy,Crm.QualityForms,DeletedBy,Crm.Users
FK_QualityForms_Users_UpdatedBy,Crm.QualityForms,UpdatedBy,Crm.Users
FK_QualityNotes_Users_CreatedBy,Crm.QualityNotes,CreatedBy,Crm.Users
FK_QualityNotes_Users_DeletedBy,Crm.QualityNotes,DeletedBy,Crm.Users
FK_QualityNotes_Users_UpdatedBy,Crm.QualityNotes,UpdatedBy,Crm.Users
FK_QualityQuestions_Users_CreatedBy,Crm.QualityQuestions,CreatedBy,Crm.Users
FK_QualityQuestions_Users_DeletedBy,Crm.QualityQuestions,DeletedBy,Crm.Users
FK_QualityQuestions_Users_UpdatedBy,Crm.QualityQuestions,UpdatedBy,Crm.Users
FK_RepContracts_Users_CreatedBy,Crm.RepContracts,CreatedBy,Crm.Users
FK_RepContracts_Users_DeletedBy,Crm.RepContracts,DeletedBy,Crm.Users
FK_RepContracts_Users_UpdatedBy,Crm.RepContracts,UpdatedBy,Crm.Users
FK_RepGifts_Users_CreatedBy,Crm.RepGifts,CreatedBy,Crm.Users
FK_RepGifts_Users_DeletedBy,Crm.RepGifts,DeletedBy,Crm.Users
FK_RepGifts_Users_UpdatedBy,Crm.RepGifts,UpdatedBy,Crm.Users
FK_RepIbans_Users_CreatedBy,Crm.RepIbans,CreatedBy,Crm.Users
FK_RepIbans_Users_DeletedBy,Crm.RepIbans,DeletedBy,Crm.Users
FK_RepIbans_Users_UpdatedBy,Crm.RepIbans,UpdatedBy,Crm.Users
FK_RepPaymentDetails_Users_CreatedBy,Crm.RepPaymentDetails,CreatedBy,Crm.Users
FK_RepPaymentDetails_Users_DeletedBy,Crm.RepPaymentDetails,DeletedBy,Crm.Users
FK_RepPaymentDetails_Users_UpdatedBy,Crm.RepPaymentDetails,UpdatedBy,Crm.Users
FK_RepPaymentGroups_Users_CreatedBy,Crm.RepPaymentGroups,CreatedBy,Crm.Users
FK_RepPaymentGroups_Users_DeletedBy,Crm.RepPaymentGroups,DeletedBy,Crm.Users
FK_RepPaymentGroups_Users_UpdatedBy,Crm.RepPaymentGroups,UpdatedBy,Crm.Users
FK_RepPayments_Users_CreatedBy,Crm.RepPayments,CreatedBy,Crm.Users
FK_RepPayments_Users_DeletedBy,Crm.RepPayments,DeletedBy,Crm.Users
FK_RepPayments_Users_UpdatedBy,Crm.RepPayments,UpdatedBy,Crm.Users
FK_RepPointLogs_Users_CreatedBy,Crm.RepPointLogs,CreatedBy,Crm.Users
FK_RepPointLogs_Users_DeletedBy,Crm.RepPointLogs,DeletedBy,Crm.Users
FK_RepPointLogs_Users_UpdatedBy,Crm.RepPointLogs,UpdatedBy,Crm.Users
FK_RepPoints_Users_CreatedBy,Crm.RepPoints,CreatedBy,Crm.Users
FK_RepPoints_Users_DeletedBy,Crm.RepPoints,DeletedBy,Crm.Users
FK_RepPoints_Users_UpdatedBy,Crm.RepPoints,UpdatedBy,Crm.Users
FK_Reps_Users_CreatedBy,Crm.Reps,CreatedBy,Crm.Users
FK_Reps_Users_DeletedBy,Crm.Reps,DeletedBy,Crm.Users
FK_Reps_Users_UpdatedBy,Crm.Reps,UpdatedBy,Crm.Users
FK_RestDay_Users_CreatedBy,Crm.RestDays,CreatedBy,Crm.Users
FK_RestDay_Users_DeletedBy,Crm.RestDays,DeletedBy,Crm.Users
FK_RestDay_Users_UpdatedBy,Crm.RestDays,UpdatedBy,Crm.Users
FK_RiskTrackingCosts_Users_CreatedBy,Crm.RiskTrackingCosts,CreatedBy,Crm.Users
FK_RiskTrackingCosts_Users_DeletedBy,Crm.RiskTrackingCosts,DeletedBy,Crm.Users
FK_RiskTrackingCosts_Users_UpdatedBy,Crm.RiskTrackingCosts,UpdatedBy,Crm.Users
FK_RiskTrackingLawyers_Users_CreatedBy,Crm.RiskTrackingLawyers,CreatedBy,Crm.Users
FK_RiskTrackingLawyers_Users_DeletedBy,Crm.RiskTrackingLawyers,DeletedBy,Crm.Users
FK_RiskTrackingLawyers_Users_UpdatedBy,Crm.RiskTrackingLawyers,UpdatedBy,Crm.Users
FK_RiskTrackings_Users_CreatedBy,Crm.RiskTrackings,CreatedBy,Crm.Users
FK_RiskTrackings_Users_DeletedBy,Crm.RiskTrackings,DeletedBy,Crm.Users
FK_RiskTrackings_Users_UpdatedBy,Crm.RiskTrackings,UpdatedBy,Crm.Users
FK_RoleTargets_Users_CreatedBy,Crm.RoleTargets,CreatedBy,Crm.Users
FK_RoleTargets_Users_DeletedBy,Crm.RoleTargets,DeletedBy,Crm.Users
FK_RoleTargets_Users_UpdatedBy,Crm.RoleTargets,UpdatedBy,Crm.Users
FK_Roles_Users_CreatedBy,Crm.Roles,CreatedBy,Crm.Users
FK_Roles_Users_DeletedBy,Crm.Roles,DeletedBy,Crm.Users
FK_Roles_Users_UpdatedBy,Crm.Roles,UpdatedBy,Crm.Users
FK_ServiceConfigurations_Users_CreatedByUserUid,Crm.ServiceConfigurations,CreatedByUserUid,Crm.Users
FK_ServiceConfigurations_Users_DeletedByUserUid,Crm.ServiceConfigurations,DeletedByUserUid,Crm.Users
FK_ServiceConfigurations_Users_UpdatedByUserUid,Crm.ServiceConfigurations,UpdatedByUserUid,Crm.Users
FK_ServiceRateRanges_Users_CreatedBy,Crm.ServiceRateRanges,CreatedBy,Crm.Users
FK_ServiceRateRanges_Users_DeletedBy,Crm.ServiceRateRanges,DeletedBy,Crm.Users
FK_ServiceRateRanges_Users_UpdatedBy,Crm.ServiceRateRanges,UpdatedBy,Crm.Users
FK_Services_Users_CreatedByUserUid,Crm.Services,CreatedByUserUid,Crm.Users
FK_Services_Users_DeletedByUserUid,Crm.Services,DeletedByUserUid,Crm.Users
FK_Services_Users_UpdatedByUserUid,Crm.Services,UpdatedByUserUid,Crm.Users
FK_SetOffLogs_Users_CreatedBy,Crm.SetOffLogs,CreatedBy,Crm.Users
FK_SetOffLogs_Users_DeletedBy,Crm.SetOffLogs,DeletedBy,Crm.Users
FK_SetOffLogs_Users_UpdatedBy,Crm.SetOffLogs,UpdatedBy,Crm.Users
FK_Simulations_Users_CreatedBy,Crm.Simulations,CreatedBy,Crm.Users
FK_Simulations_Users_DeletedBy,Crm.Simulations,DeletedBy,Crm.Users
FK_Simulations_Users_UpdatedBy,Crm.Simulations,UpdatedBy,Crm.Users
FK_SmsGroups_Users_CreatedBy,Crm.SmsGroups,CreatedBy,Crm.Users
FK_SmsGroups_Users_DeletedBy,Crm.SmsGroups,DeletedBy,Crm.Users
FK_SmsGroups_Users_UpdatedBy,Crm.SmsGroups,UpdatedBy,Crm.Users
FK_SmsLogs_Users_CreatedBy,Crm.SmsLogs,CreatedBy,Crm.Users
FK_SmsLogs_Users_DeletedBy,Crm.SmsLogs,DeletedBy,Crm.Users
FK_SmsLogs_Users_UpdatedBy,Crm.SmsLogs,UpdatedBy,Crm.Users
FK_SmsTemplates_Users_CreatedBy,Crm.SmsTemplates,CreatedBy,Crm.Users
FK_SmsTemplates_Users_DeletedBy,Crm.SmsTemplates,DeletedBy,Crm.Users
FK_SmsTemplates_Users_UpdatedBy,Crm.SmsTemplates,UpdatedBy,Crm.Users
FK_SmsVerificationCodes_Users_DeletedBy,Crm.SmsVerificationCodes,DeletedBy,Crm.Users
FK_SmsVerificationCodes_Users_UpdatedBy,Crm.SmsVerificationCodes,UpdatedBy,Crm.Users
FK_SustainabilityFeatureValues_Users_CreatedBy,Crm.SustainabilityFeatureValues,CreatedBy,Crm.Users
FK_SustainabilityFeatureValues_Users_DeletedBy,Crm.SustainabilityFeatureValues,DeletedBy,Crm.Users
FK_SustainabilityFeatureValues_Users_UpdatedBy,Crm.SustainabilityFeatureValues,UpdatedBy,Crm.Users
FK_SustainabilityReports_Users_CreatedBy,Crm.SustainabilityReports,CreatedBy,Crm.Users
FK_SustainabilityReports_Users_DeletedBy,Crm.SustainabilityReports,DeletedBy,Crm.Users
FK_SustainabilityReports_Users_UpdatedBy,Crm.SustainabilityReports,UpdatedBy,Crm.Users
FK_TicketHistories_Users_CreatedBy,Crm.TicketHistories,CreatedBy,Crm.Users
FK_TicketHistories_Users_DeletedBy,Crm.TicketHistories,DeletedBy,Crm.Users
FK_TicketHistories_Users_UpdatedBy,Crm.TicketHistories,UpdatedBy,Crm.Users
FK_Tickets_Users_CreatedBy,Crm.Tickets,CreatedBy,Crm.Users
FK_Tickets_Users_DeletedBy,Crm.Tickets,DeletedBy,Crm.Users
FK_Tickets_Users_UpdatedBy,Crm.Tickets,UpdatedBy,Crm.Users
FK_UnauthorizedProcessLogs_Users_CreatedBy,Crm.UnauthorizedProcessLogs,CreatedBy,Crm.Users
FK_UnauthorizedProcessLogs_Users_DeletedBy,Crm.UnauthorizedProcessLogs,DeletedBy,Crm.Users
FK_UnauthorizedProcessLogs_Users_UpdatedBy,Crm.UnauthorizedProcessLogs,UpdatedBy,Crm.Users
FK_UserHistories_Users_CreatedBy,Crm.UserHistories,CreatedBy,Crm.Users
FK_UserHistories_Users_DeletedBy,Crm.UserHistories,DeletedBy,Crm.Users
FK_UserHistories_Users_UpdatedBy,Crm.UserHistories,UpdatedBy,Crm.Users
FK_UserPortfolios_Users_CreatedBy,Crm.UserPortfolios,CreatedBy,Crm.Users
FK_UserPortfolios_Users_DeletedBy,Crm.UserPortfolios,DeletedBy,Crm.Users
FK_UserPortfolios_Users_UpdatedBy,Crm.UserPortfolios,UpdatedBy,Crm.Users
FK_UserResponsibleBranches_Users_CreatedBy,Crm.UserResponsibleBranches,CreatedBy,Crm.Users
FK_UserResponsibleBranches_Users_DeletedBy,Crm.UserResponsibleBranches,DeletedBy,Crm.Users
FK_UserResponsibleBranches_Users_UpdatedBy,Crm.UserResponsibleBranches,UpdatedBy,Crm.Users
FK_UserRoles_Users_CreatedBy,Crm.UserRoles,CreatedBy,Crm.Users
FK_UserRoles_Users_DeletedBy,Crm.UserRoles,DeletedBy,Crm.Users
FK_UserRoles_Users_UpdatedBy,Crm.UserRoles,UpdatedBy,Crm.Users
FK_UserTargets_Users_CreatedBy,Crm.UserTargets,CreatedBy,Crm.Users
FK_UserTargets_Users_DeletedBy,Crm.UserTargets,DeletedBy,Crm.Users
FK_UserTargets_Users_UpdatedBy,Crm.UserTargets,UpdatedBy,Crm.Users
FK_Users_Users_CreatedBy,Crm.Users,CreatedBy,Crm.Users
FK_Users_Users_DeletedBy,Crm.Users,DeletedBy,Crm.Users
FK_Users_Users_UpdatedBy,Crm.Users,UpdatedBy,Crm.Users
FK_VariableIndexGroups_Users_CreatedBy,Crm.VariableIndexGroups,CreatedBy,Crm.Users
FK_VariableIndexGroups_Users_DeletedBy,Crm.VariableIndexGroups,DeletedBy,Crm.Users
FK_VariableIndexGroups_Users_UpdatedBy,Crm.VariableIndexGroups,UpdatedBy,Crm.Users
FK_VariableIndexs_Users_CreatedBy,Crm.VariableIndexs,CreatedBy,Crm.Users
FK_VariableIndexs_Users_DeletedBy,Crm.VariableIndexs,DeletedBy,Crm.Users
FK_VariableIndexs_Users_UpdatedBy,Crm.VariableIndexs,UpdatedBy,Crm.Users
FK_VirtualPosCommisions_Users_CreatedBy,Crm.VirtualPosCommisions,CreatedBy,Crm.Users
FK_VirtualPosCommisions_Users_DeletedBy,Crm.VirtualPosCommisions,DeletedBy,Crm.Users
FK_VirtualPosCommisions_Users_UpdatedBy,Crm.VirtualPosCommisions,UpdatedBy,Crm.Users
FK_VirtualPosLogs_Users_CreatedBy,Crm.VirtualPosLogs,CreatedBy,Crm.Users
FK_VirtualPosLogs_Users_DeletedBy,Crm.VirtualPosLogs,DeletedBy,Crm.Users
FK_VirtualPosLogs_Users_UpdatedBy,Crm.VirtualPosLogs,UpdatedBy,Crm.Users
